SampleID;Abramis brama;Apocorophium lacustre;Asellus aquaticus;Bathyporeia pilosa;Corophium volutator;Crangon;Cyathura carinata;Dicentrarchus labrax;Eurydice pulchra;Gammarus tigrinus;Gammarus zaddachi;Gasterosteus aculeatus;Incisocalliope aestuarius;Lekanesphaera rugicauda;Limnomysis benedeni;Liza ramada;Melita nitida;Mesopodopsis;Neomysis americana;Neomysis_int;Osmerus;Palaemon;Perca fluviatilis;Platichthys;Pomatoschistus;Pseudorasbora parva;Rhodeus amarus;Rutilus rutilus;Sander lucioperca;Syngnathus rostellatus;Synidotea laticauda
934;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;57;2;2;0;0;0;0;0;0;0;0;0
871;0;0;0;0;0;41;0;2;0;0;0;0;0;0;0;0;0;0;0;26;3;2;0;0;9;0;0;0;0;0;0
873;0;0;0;0;0;0;0;4;0;0;24;0;0;0;0;0;0;0;0;3;0;4;0;0;27;0;0;0;0;0;0
874;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;12;18;109;0;0;42;0;0;0;0;0;0
892;0;0;0;0;2;8;0;0;0;0;1;0;1;0;0;0;0;979;1;15;0;0;0;0;17;0;0;0;0;0;4
895;5;1;0;3;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;2;10;1;0;0;5;0;0;0;0;0;0
901;0;0;0;0;1;7;0;0;0;0;20;0;0;0;0;0;0;124;0;1;0;2;0;0;1;0;0;0;0;0;0
967;2;6;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0
968;0;0;0;1;0;0;0;0;0;0;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
970;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
971;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0
972;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
969;2;0;0;3;0;0;0;0;0;0;1;0;0;0;8;1;0;0;0;11;0;0;0;0;0;1;1;0;0;0;0
974;0;7;0;4;0;0;0;0;0;1;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
973;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
976;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
978;1;0;0;0;84;412;1;0;0;0;0;0;0;0;0;2;2;0;0;152;0;0;0;0;2;0;0;0;0;0;1
977;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
975;0;2;0;156;0;0;0;0;0;0;3;0;0;1;8;0;0;0;0;9;0;0;0;0;0;1;0;0;0;0;0
980;0;3;0;105;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0
979;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
982;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;8;1;0;0;0;0;0;0
983;0;0;0;0;6;2834;1;0;0;0;0;0;0;0;0;0;2;0;56;1464;2;0;0;0;0;0;0;1;0;0;0
984;0;0;2;33;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;84;0;0;0;0;0;0;0
981;0;0;0;3;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;30;0;0;0;1;0;0;0;0;0;0;0
986;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;476;1;0;10;0;0;0;0;0;0;0
985;0;0;0;0;0;0;0;0;0;0;20;0;0;0;1;0;0;0;0;0;234;0;0;776;0;0;0;0;0;0;0
988;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84;0;0;49;0;0;0;0;0;0;0
989;0;0;0;8;27;4834;0;0;0;0;0;0;0;0;0;0;0;0;1;23;0;0;0;0;1;0;0;0;0;0;0
990;0;1;0;17;0;5;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;64;0;0;0;0;0;0;0
987;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;5;11;0;0;57;0;0;0;0;0;0;0
991;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;11;88;0;0;0;0;0;0;0;0;0;0
992;0;0;0;0;0;0;0;0;0;1;7;3;0;0;0;0;0;0;0;0;25;0;0;86;0;0;0;1;0;0;0
993;0;0;0;1;0;0;0;0;0;9;17;1;0;0;0;0;0;0;0;0;3;0;18;125;0;0;0;0;0;0;0
995;0;0;0;0;3;886;0;0;1;1;0;0;0;0;0;0;2;79;4;189;0;0;0;2;2;0;0;0;0;0;2
996;0;1;0;10;0;5;0;0;0;1;2;0;0;0;0;0;0;0;0;5;0;0;0;14;0;0;0;0;0;0;0
994;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;16;1;0;0;0;0;0;0;0;0;0;0
997;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
998;0;0;0;0;0;0;0;0;0;0;3;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;19;1;0;0
999;1;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0
1001;0;16;0;0;168;5120;24;0;0;16;24;0;0;0;0;0;80;16;0;120;0;0;1;1;17;0;0;0;2;0;40
1002;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
1000;0;0;0;1;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0
1003;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
1004;0;0;0;0;0;0;0;0;0;0;18;7;0;0;0;0;0;0;0;3;4;5;0;6;42;0;0;0;0;0;0
1005;1;0;0;0;0;0;0;0;0;4;12;1;0;0;0;0;0;0;0;0;4;0;0;0;3;0;0;0;0;0;0
1007;0;1;0;0;4;18;0;0;0;0;1;0;0;0;0;0;6;20;6;75;0;0;0;0;7;0;0;0;0;0;0
1008;0;0;2;0;0;0;0;0;0;3;19;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
1006;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;2;1;0;0;0;5;0;0;0;0;0;0
1009;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;180;0;2;0;0;10;0;0;0;0;0;0
1010;0;0;0;1;0;0;0;0;0;0;37;0;0;0;2;0;0;0;0;1;0;9;0;0;50;0;0;0;0;0;0
1011;1;0;0;0;0;0;0;5;0;0;7;1;0;0;0;0;0;0;0;8;0;28;0;0;2;0;0;0;0;0;0
1013;0;1;0;0;9;568;1;6;1;2;2;0;9;0;0;0;18;599;1;147;0;18;0;0;364;0;0;0;0;0;9
1014;0;0;1;0;0;0;0;0;0;5;1;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
1012;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;35;0;77;0;2;0;0;3;0;0;0;0;0;0
1015;0;0;0;0;0;17;0;1;0;0;2;1;0;0;0;0;0;0;0;16;0;79;0;0;6;0;0;0;0;0;0
1016;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0
1017;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;31;0;0;5;0;0;0;0;0;0
1019;0;0;0;0;208;582;8;0;8;8;0;0;16;0;0;1;0;96;0;56;0;184;0;0;52;0;0;0;0;0;48
1020;0;0;0;7;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;21;3;6;0;0;9;0;0;0;0;0;0
1018;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;3;0;0;0;4;0;11;0;0;9;0;0;0;0;1;0
1021;0;0;0;2;0;7;0;0;0;0;0;0;0;0;0;2;0;0;0;25;0;219;0;0;3;0;0;0;0;0;0
1022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1;22;0;0;8;0;1;0;0;0;0
1023;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;9;0;0;1;0;0;0;0;0;0
1025;0;0;0;0;6;10;0;0;0;0;0;0;0;0;0;1;0;316;0;2;0;0;0;0;2;0;0;0;0;0;7
1026;0;0;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0
1024;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;8;0;7;0;0;0;0;0;1;0;0;0;0;0
1027;0;0;0;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;1;0;0;0;0;0;0
1028;0;0;0;2;0;0;0;0;0;0;3;1;0;0;0;3;0;0;0;47;0;0;0;0;2;0;0;0;0;0;0
1029;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0
1031;0;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;3
1032;0;0;0;40;0;0;0;0;0;0;5;1;0;0;1;0;0;0;0;27;0;0;0;0;1;0;0;0;0;0;0
1030;0;0;0;0;0;26;0;0;0;1;0;1;0;0;0;3;0;1;0;156;0;5;0;0;0;1;0;0;0;0;0
1044;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0
1045;0;0;0;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;57;0;0;0;0;0;0;0;0;0;0;0
1046;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0
1048;0;0;0;0;24;19;0;0;0;1;0;0;0;0;0;0;0;0;36;7;0;0;0;0;0;0;0;0;0;0;0
1049;0;0;1;16;0;0;0;0;0;16;0;0;0;0;1;0;0;0;0;36;0;0;0;0;1;0;0;0;0;0;0
1050;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;5;0;0;8;43;0;0;0;0;11;0;0;1;0;1;0
1051;2;0;0;37;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0
1052;0;0;0;3;0;0;0;0;0;1;14;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1053;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1055;0;0;0;0;119;101;2;0;0;1;0;0;0;0;0;0;2;0;0;17;0;0;0;0;2;0;0;0;0;0;4
1056;0;0;0;69;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0
1057;0;0;0;0;0;1;0;0;0;0;0;1;0;0;6;0;0;0;0;67;0;0;0;0;0;0;0;0;0;0;0
1058;0;0;0;33;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1059;0;0;0;13;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1060;0;0;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
1062;0;0;0;0;44;165;3;0;0;3;0;0;3;0;1;1;2;0;1;43;0;0;0;0;14;0;0;0;0;0;3
1063;0;0;0;97;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1064;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0
1065;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;22;1;0;2;0;0;0;0;0;0;0
1066;0;0;0;12;0;0;0;0;0;118;59;0;0;0;2;0;0;0;0;27;0;0;0;62;0;0;0;0;0;0;0
1067;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;18;57;0;0;33;0;0;0;0;0;0;0
1069;0;0;0;2;0;1663;1;0;0;0;0;2;2;0;0;2;1;656;102;668;0;0;0;0;10;0;0;0;0;0;3
1070;0;0;0;8;1;0;0;0;0;31;28;0;0;0;1;0;0;1;1;28;0;0;0;84;0;0;0;0;0;0;0
1071;0;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;3;0;0;11;0;0;1;0;0;0;0
1072;0;0;0;1;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;19;25;0;0;4;0;0;0;0;0;0;0
1073;0;0;0;1;0;0;0;0;0;66;114;0;0;0;1;0;0;0;0;144;255;0;0;570;0;0;0;0;0;0;0
1074;0;0;0;1;0;0;0;0;0;9;21;0;0;0;0;0;0;0;0;100;2;0;0;159;0;0;0;0;0;0;0
1076;0;0;0;0;0;1269;0;0;0;0;0;0;0;0;0;0;8;24;144;1480;0;0;0;2;1;0;0;0;0;0;34
1077;0;0;1;28;0;0;1;0;0;0;5;0;0;0;0;0;0;0;0;184;0;0;0;63;0;0;0;0;0;0;0
1078;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;3;0;19;4;0;0;1;0;0;0;0;0;0;0
1079;0;0;0;2;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;16;0;0;0;0;1;0;0;0;0;0;0
1080;2;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;2;0;0;0;7;0;0;0;0;0;0;0
1081;27;0;0;0;0;0;0;0;0;0;18;1;0;0;0;0;0;0;0;13;0;0;1;11;0;0;0;0;0;0;0
1083;0;0;0;0;9;102;1;8;0;0;3;0;2;0;0;0;0;7;1;12;0;0;0;0;1;0;0;0;0;0;1
1084;0;0;267;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0
1085;0;0;0;0;0;55;0;1;0;0;0;3;0;0;0;0;0;0;0;3;0;0;0;0;3;0;0;1;0;0;0
1086;0;0;0;0;0;2;0;4;0;0;0;0;0;0;0;0;0;0;0;203;0;0;0;0;16;0;0;0;0;0;0
1087;0;0;0;0;0;0;0;6;0;0;34;0;0;0;0;0;0;0;0;55;0;1;0;0;24;0;0;0;1;0;0
1088;1;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;71;1;0;0;7;48;0;0;0;0;0;0
1090;0;0;0;0;7;34;0;2;9;0;3;0;0;0;0;0;0;22224;0;8;0;1;0;0;13;0;0;0;0;0;7
1091;1;1;0;4;0;2;0;1;0;1;9;0;0;0;1;0;0;29;0;20;0;4;0;0;6;2;0;0;0;0;0
1092;0;0;0;0;1;36;0;0;0;0;1;0;0;0;0;0;0;281;2;34;0;10;0;0;32;0;0;0;0;0;0
1093;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;379;0;0;0;0;9;0;0;0;0;0;0
1094;1;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;1070;0;96;0;0;38;0;0;0;0;0;0
1095;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;474;0;23;0;0;16;0;0;0;0;0;0
1097;0;0;0;0;1;499;0;0;0;0;3;0;0;0;0;0;0;18;0;15;0;0;0;0;9;0;0;0;0;0;43
1098;1;0;0;7;0;56;0;0;0;0;4;0;0;0;0;0;0;0;0;3;0;23;0;1;30;0;0;0;0;0;0
1099;1;0;0;0;0;15;0;1;0;0;0;0;0;0;0;0;0;288;1;9;0;2;0;0;55;0;0;0;0;0;0
1100;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;17;0;0;2;0;0;0;0;0;0
1101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;119;0;0;3;0;0;0;0;0;0
1102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;37;0;0;4;0;0;0;0;0;0
1104;0;0;0;0;49;126;16;0;0;0;0;0;0;0;0;0;3;30;0;5;0;0;0;0;6;0;0;0;0;0;10
1105;1;0;0;17;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;103;0;0;68;0;0;0;0;0;0
1106;0;0;0;1;0;40;0;0;0;0;0;0;0;0;0;0;0;9;2;13;0;32;0;0;30;0;0;0;0;0;0
1107;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;53;0;0;1;0;0;0;0;0;0
1108;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0
1109;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;1;0;77;0;0;0;0;0;0;0;0;0
1111;0;0;0;0;9;24;4;0;0;0;0;0;0;0;0;6;0;17;0;26;0;0;0;0;6;0;0;0;0;0;0
1112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;3;0;0;0;0;0;0
1113;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;2;5;144;0;9;0;0;7;0;0;0;0;0;0
1114;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;10;0;1;0;0;0;0;0;0;0;0;0
1115;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;20;0;0;0;0;0;0;0;0;0
1116;3;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;175;0;0;0;0;0;0;0;0;0
1118;0;0;0;0;39;15;1;0;0;0;0;0;0;0;0;0;1;105;0;0;1;0;0;0;0;0;0;0;0;0;4
1119;0;0;0;9;0;7;0;0;0;0;0;0;0;0;0;0;0;2;0;11;0;1;0;0;3;0;0;0;0;0;0
1120;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;3;0;0;0;58;0;1;0;0;0;0;0;0;0;0;0
1142;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0
1143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1144;0;0;0;7;7;24;4;0;0;0;0;0;0;0;0;1;0;0;0;101;0;0;0;0;0;0;0;0;0;0;0
1145;0;1;0;266;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0
1146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;117;0;0;0;0;0;0;0;0;0;0;0
1149;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1152;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1153;0;0;0;0;4;14;0;0;0;0;3;0;0;1;0;0;0;2;0;11;0;0;0;0;1;0;0;0;0;0;0
1154;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1151;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;22;0;0;0;0;5;0;0;0;0;0;0
1155;1;0;0;0;2;0;0;0;0;0;4;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
1156;0;0;0;9;0;0;0;0;0;0;5;1;0;0;14;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1158;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1159;0;0;0;0;5;164;2;0;0;0;0;0;0;0;4;0;1;0;1;103;1;1;0;0;3;0;0;0;0;0;1
1160;0;0;0;15;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1157;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1161;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;8;0;0;0;0;0;0;0
1162;1;0;0;0;0;0;0;0;0;0;8;0;0;0;7;0;0;0;0;1;0;0;0;94;2;0;0;0;0;0;0
1164;0;0;0;0;0;0;0;0;0;0;16;0;0;0;1;0;0;0;0;0;0;0;0;195;0;0;0;0;0;0;0
1165;0;3;0;0;38;633;0;0;0;3;0;0;0;0;1;0;23;1;20;7;0;0;0;0;2;0;0;0;0;0;24
1166;0;0;1;11;0;2;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0
1163;0;0;0;0;0;8;0;0;0;1;0;0;0;0;0;0;0;2;0;8;1;2;0;4;0;1;0;0;0;0;0
1167;0;0;0;9;0;9;0;4;0;0;0;1;0;0;0;0;0;0;0;22;102;0;0;4;0;0;0;0;0;0;0
1168;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;550;0;0;0;0;21;0;0
1170;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;25;0;0;0;0;0;0;0
1171;0;0;0;0;40;973;16;16;8;0;4;0;0;0;0;0;0;4368;0;104;0;1;0;31;0;0;0;0;0;0;1
1172;0;0;0;0;0;0;0;6;0;9;0;0;0;0;0;0;0;1;0;62;26;0;0;5;0;0;0;0;0;0;0
1169;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;7;0;4;2;0;0;10;0;0;0;1;0;0;0
1173;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1174;0;0;0;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;1;1;0;0
1176;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;6;0;0;0
1177;0;0;0;0;1;37;0;0;0;0;1;0;0;0;0;0;0;114;0;18;3;0;0;0;4;0;0;0;0;0;1
1178;3;0;1;3;0;0;0;0;0;16;11;0;0;0;0;0;0;0;0;8;0;0;0;1;1;0;0;0;1;0;0
1175;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0
1179;0;0;0;6;0;13;0;0;0;1;0;2;0;0;0;0;0;0;0;96;0;13;0;0;72;0;0;0;0;0;0
1180;2;0;0;0;0;0;0;0;0;3;20;0;0;0;0;0;0;0;0;2;0;24;0;0;24;0;0;1;0;0;0
1182;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;7;0;53;0;0;30;0;0;0;0;0;0
1183;0;0;0;0;0;3081;0;1;0;0;0;0;0;0;0;0;8;6080;0;56;0;16;0;1;119;0;0;0;0;0;0
1184;0;0;0;1;0;16;0;0;0;6;3;0;0;0;0;0;0;7;0;130;0;11;0;0;134;0;0;0;0;0;0
1181;1;0;0;0;2;13;0;1;0;1;0;0;0;0;0;0;0;279;0;37;1;201;0;0;192;0;0;0;1;0;0
1185;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64;0;0;27;0;0;0;0;0;0
1186;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;2;293;0;0;30;0;0;0;0;0;0
1188;0;0;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0;16;2;453;0;0;161;0;0;0;0;0;0
1189;0;0;0;0;16;1009;0;11;3;0;0;0;0;1;0;0;0;570;0;3;6;56;0;0;79;0;0;0;0;2;1
1190;1;0;0;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;99;2;0;54;0;0;0;0;0;0
1187;0;0;0;0;0;46;0;0;0;0;0;0;0;0;0;0;0;219;0;16;1;4;0;0;66;0;0;0;0;0;0
1191;0;0;0;0;0;6;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;118;0;0;9;0;0;0;0;0;0
1192;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;1;238;0;0;21;0;0;0;0;0;0
1194;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;177;2;204;0;0;11;0;0;0;0;0;0
1195;0;0;0;0;0;17;0;1;0;0;1;0;0;0;0;0;0;265;0;4;0;3;0;0;8;0;0;0;0;0;3
1196;0;0;0;1;0;6;0;2;0;0;0;1;0;0;0;0;0;0;0;12;1;201;0;0;13;0;0;1;0;0;0
1193;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;10;0;2;0;2;0;0;28;0;0;0;0;0;0
1197;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;14;0;0;1;0;0;0;0;0;0
1198;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;21;0;644;0;0;18;0;0;3;3;0;0
1200;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;0;19;0;0;17;0;0;0;0;0;0
1201;0;0;0;0;4;26;0;0;0;0;2;0;0;0;0;0;0;1439;9;4;0;3;0;0;2;0;0;0;0;0;11
1202;1;0;0;5;0;15;0;0;0;0;0;0;0;0;0;0;0;2;0;37;0;56;0;0;6;0;0;0;0;0;0
1199;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;1;0;8;0;1;0;0;2;0;0;0;0;0;0
